# Time  Perpendicularity_Metric
0.019395 0.161397
0.0194175 0.161171
0.01944 0.16094
0.0194625 0.160706
0.019485 0.160512
0.0195075 0.160314
0.01953 0.160117
0.0195525 0.15992
0.019575 0.15972
0.0195975 0.159517
0.01962 0.159315
0.0196425 0.159113
0.019665 0.158908
0.0196875 0.158703
0.01971 0.158503
0.0197325 0.15831
0.019755 0.158127
0.0197775 0.157948
0.0198 0.157771
0.0198225 0.157597
0.019845 0.157424
0.0198675 0.157258
0.01989 0.157098
0.0199125 0.156938
0.019935 0.156781
0.0199575 0.156627
0.01998 0.156476
0.0200025 0.156331
0.020025 0.156198
0.0200475 0.156082
0.02007 0.155967
0.0200925 0.155853
0.020115 0.15574
0.0201375 0.155627
0.02016 0.155513
0.0201825 0.155403
0.020205 0.15531
0.0202275 0.155217
0.02025 0.155123
0.0202725 0.155033
0.020295 0.154968
0.0203175 0.154917
0.02034 0.154864
0.0203625 0.154822
0.020385 0.154789
0.0204075 0.154762
0.02043 0.154739
0.0204525 0.154711
0.020475 0.154678
0.0204975 0.154646
0.02052 0.154606
0.0205425 0.154562
0.020565 0.154515
0.0205875 0.154464
0.02061 0.154411
0.0206325 0.154367
0.020655 0.154339
0.0206775 0.154313
0.0207 0.154289
0.0207225 0.154264
0.020745 0.154239
0.0207675 0.154214
0.02079 0.154187
0.0208125 0.154157
0.020835 0.154126
0.0208575 0.154116
0.02088 0.154118
0.0209025 0.15412
0.020925 0.154121
0.0209475 0.154119
0.02097 0.154113
0.0209925 0.154107
0.021015 0.154103
0.0210375 0.154099
0.02106 0.154094
0.0210825 0.154088
0.021105 0.154081
0.0211275 0.154073
0.02115 0.154063
0.0211725 0.154051
0.021195 0.154042
0.0212175 0.154035
0.02124 0.154029
0.0212625 0.154024
0.021285 0.154019
0.0213075 0.154014
0.02133 0.154008
0.0213525 0.154004
0.021375 0.154017
0.0213975 0.154029
0.02142 0.15404
0.0214425 0.154057
0.021465 0.154072
0.0214875 0.154092
0.02151 0.154111
0.0215325 0.154128
0.021555 0.154145
0.0215775 0.154167
0.0216 0.154192
0.0216225 0.154217
0.021645 0.154246
0.0216675 0.154276
0.02169 0.154308
0.0217125 0.154342
0.021735 0.154391
0.0217575 0.154449
0.02178 0.154506
0.0218025 0.154562
0.021825 0.154616
0.0218475 0.154669
0.02187 0.154722
0.0218925 0.154773
0.021915 0.154822
0.0219375 0.154869
0.02196 0.154916
0.0219825 0.154964
0.022005 0.155028
0.0220275 0.155095
0.02205 0.155162
0.0220725 0.155234
0.022095 0.155306
0.0221175 0.155381
0.02214 0.15546
0.0221625 0.155544
0.022185 0.155634
0.0222075 0.155732
0.02223 0.15584
0.0222525 0.155959
0.022275 0.156079
0.0222975 0.156177
0.02232 0.156226
0.0223425 0.15623
0.022365 0.156217
0.0223875 0.156208
0.02241 0.156209
0.0224325 0.156219
0.022455 0.156236
0.0224775 0.156259
0.0225 0.156288
0.0225225 0.156322
0.022545 0.156358
0.0225675 0.156397
0.02259 0.156438
0.0226125 0.15648
0.022635 0.156524
0.0226575 0.156567
0.02268 0.15661
0.0227025 0.156654
0.022725 0.156697
0.0227475 0.156741
0.02277 0.156785
0.0227925 0.156828
0.022815 0.156872
0.0228375 0.156915
0.02286 0.156958
0.0228825 0.157001
0.022905 0.157044
0.0229275 0.157089
0.02295 0.157139
0.0229725 0.157189
0.022995 0.157238
0.0230175 0.157287
0.02304 0.157339
0.0230625 0.157391
0.023085 0.157444
0.0231075 0.157498
0.02313 0.157552
0.0231525 0.157608
0.023175 0.157666
0.0231975 0.157724
0.02322 0.157782
0.0232425 0.157841
0.023265 0.1579
0.0232875 0.15796
0.02331 0.158021
0.0233325 0.158082
0.023355 0.158145
0.0233775 0.158208
0.0234 0.158271
0.0234225 0.158334
0.023445 0.158398
0.0234675 0.158462
0.02349 0.158526
0.0235125 0.158591
0.023535 0.158655
0.0235575 0.158721
0.02358 0.158786
0.0236025 0.158852
0.023625 0.158919
0.0236475 0.158987
0.02367 0.159056
0.0236925 0.159128
0.023715 0.159201
0.0237375 0.159276
0.02376 0.159353
0.0237825 0.159433
0.023805 0.159517
0.0238275 0.159606
0.02385 0.159701
0.0238725 0.159801
0.023895 0.159904
0.0239175 0.160004
0.02394 0.160091
0.0239625 0.160147
0.023985 0.160165
0.0240075 0.160155
0.02403 0.160138
0.0240525 0.160128
0.024075 0.160131
0.0240975 0.160148
0.02412 0.160175
0.0241425 0.160211
0.024165 0.160252
0.0241875 0.160297
0.02421 0.160346
0.0242325 0.160399
0.024255 0.160454
0.0242775 0.160511
0.0243 0.16058
0.0243225 0.160655
0.024345 0.160729
0.0243675 0.160801
0.02439 0.160871
0.0244125 0.160941
0.024435 0.161009
0.0244575 0.161077
0.02448 0.161142
0.0245025 0.161207
0.024525 0.16127
0.0245475 0.161333
0.02457 0.161395
0.0245925 0.161457
0.024615 0.161518
0.0246375 0.16158
0.02466 0.161642
0.0246825 0.161703
0.024705 0.161764
0.0247275 0.161824
0.02475 0.161883
0.0247725 0.161943
0.024795 0.162004
0.0248175 0.162064
0.02484 0.162125
0.0248625 0.162186
0.024885 0.162248
0.0249075 0.16231
0.02493 0.162373
0.0249525 0.162437
0.024975 0.162501
0.0249975 0.162568
0.02502 0.162639
0.0250425 0.162714
0.025065 0.162791
0.0250875 0.162869
0.02511 0.16295
0.0251325 0.163032
0.025155 0.163117
0.0251775 0.163203
0.0252 0.163288
0.0252225 0.163372
0.025245 0.163451
0.0252675 0.163525
0.02529 0.163591
0.0253125 0.16365
0.025335 0.163702
0.0253575 0.16375
0.02538 0.163793
0.0254025 0.163833
0.025425 0.163872
0.0254475 0.163907
0.02547 0.163942
0.0254925 0.163973
0.025515 0.164002
0.0255375 0.164028
0.02556 0.164049
0.0255825 0.164069
0.025605 0.164085
0.0256275 0.164098
0.02565 0.16411
0.0256725 0.164121
0.025695 0.16413
0.0257175 0.164139
0.02574 0.164148
0.0257625 0.164159
0.025785 0.164173
0.0258075 0.16419
0.02583 0.16421
0.0258525 0.164231
0.025875 0.164255
0.0258975 0.164278
0.02592 0.164296
0.0259425 0.164304
0.025965 0.164296
0.0259875 0.164272
0.02601 0.164236
0.0260325 0.164195
0.026055 0.164152
0.0260775 0.164111
0.0261 0.164073
0.0261225 0.16404
0.026145 0.164011
0.0261675 0.163984
0.02619 0.163958
0.0262125 0.163934
0.026235 0.163912
0.0262575 0.16389
0.02628 0.163868
0.0263025 0.163847
0.026325 0.163826
0.0263475 0.163805
0.02637 0.163783
0.0263925 0.163761
0.026415 0.163739
0.0264375 0.163718
0.02646 0.163697
0.0264825 0.163676
0.026505 0.163654
0.0265275 0.163632
0.02655 0.16361
0.0265725 0.163588
0.026595 0.163565
0.0266175 0.163542
0.02664 0.163518
0.0266625 0.163495
0.026685 0.163472
0.0267075 0.163452
0.02673 0.163431
0.0267525 0.16341
0.026775 0.16339
0.0267975 0.16337
0.02682 0.16335
0.0268425 0.163329
0.026865 0.16331
0.0268875 0.163291
0.02691 0.163271
0.0269325 0.163254
0.026955 0.163237
0.0269775 0.163219
0.027 0.163199
0.0270225 0.163178
0.027045 0.163157
0.0270675 0.163134
0.02709 0.16311
0.0271125 0.163087
0.027135 0.163064
0.0271575 0.163041
0.02718 0.163017
0.0272025 0.162992
0.027225 0.162966
0.0272475 0.162939
0.02727 0.16291
0.0272925 0.162881
0.027315 0.162852
0.0273375 0.162821
0.02736 0.16279
0.0273825 0.162757
0.027405 0.162723
0.0274275 0.162689
0.02745 0.162655
0.0274725 0.162624
0.027495 0.162592
0.0275175 0.16256
0.02754 0.162527
0.0275625 0.162493
0.027585 0.162459
0.0276075 0.162424
0.02763 0.162388
0.0276525 0.162352
0.027675 0.162317
0.0276975 0.16228
0.02772 0.162243
0.0277425 0.162207
0.027765 0.16217
0.0277875 0.162134
0.02781 0.1621
0.0278325 0.162064
0.027855 0.162029
0.0278775 0.161995
0.0279 0.16196
0.0279225 0.161925
0.027945 0.161889
0.0279675 0.161853
0.02799 0.161817
0.0280125 0.161782
0.028035 0.161748
0.0280575 0.161715
0.02808 0.161682
0.0281025 0.16165
0.028125 0.161622
0.0281475 0.161596
0.02817 0.161569
0.0281925 0.161545
0.028215 0.161522
0.0282375 0.161499
0.02826 0.161476
0.0282825 0.161454
0.028305 0.161432
0.0283275 0.16141
0.02835 0.16139
0.0283725 0.16137
0.028395 0.161351
0.0284175 0.161333
0.02844 0.161316
0.0284625 0.161299
0.028485 0.161282
0.0285075 0.161266
0.02853 0.161251
0.0285525 0.16124
0.028575 0.161231
0.0285975 0.161224
0.02862 0.161217
0.0286425 0.161211
0.028665 0.161206
0.0286875 0.161201
0.02871 0.161198
0.0287325 0.161196
0.028755 0.161194
0.0287775 0.161193
0.0288 0.161192
0.0288225 0.161192
0.028845 0.161192
0.0288675 0.161191
0.02889 0.161192
0.0289125 0.161194
0.028935 0.161196
0.0289575 0.1612
0.02898 0.161205
0.0290025 0.161211
0.029025 0.161218
0.0290475 0.161226
0.02907 0.161236
0.0290925 0.161247
0.029115 0.161259
0.0291375 0.161271
0.02916 0.161285
0.0291825 0.1613
0.029205 0.161317
0.0292275 0.161334
0.02925 0.161352
0.0292725 0.161373
0.029295 0.161394
0.0293175 0.161415
0.02934 0.161436
0.0293625 0.161456
0.029385 0.161477
0.0294075 0.161499
0.02943 0.161521
0.0294525 0.161544
0.029475 0.161566
0.0294975 0.16159
0.02952 0.161614
0.0295425 0.161639
0.029565 0.161667
0.0295875 0.161696
0.02961 0.161726
0.0296325 0.161758
0.029655 0.161791
0.0296775 0.161826
0.0297 0.161864
0.0297225 0.161906
0.029745 0.161949
0.0297675 0.161994
