# Time  Perpendicularity_Metric
0.01422 0.221989
0.0142425 0.2217
0.014265 0.22141
0.0142875 0.221119
0.01431 0.220826
0.0143325 0.220534
0.014355 0.220239
0.0143775 0.219943
0.0144 0.219645
0.0144225 0.219345
0.014445 0.219044
0.0144675 0.218743
0.01449 0.218442
0.0145125 0.218141
0.014535 0.217839
0.0145575 0.217538
0.01458 0.217234
0.0146025 0.216932
0.014625 0.216632
0.0146475 0.216332
0.01467 0.216029
0.0146925 0.215725
0.014715 0.215422
0.0147375 0.21512
0.01476 0.214815
0.0147825 0.21451
0.014805 0.214203
0.0148275 0.213895
0.01485 0.213586
0.0148725 0.213276
0.014895 0.212965
0.0149175 0.212653
0.01494 0.21234
0.0149625 0.212027
0.014985 0.211712
0.0150075 0.211399
0.01503 0.211085
0.0150525 0.210772
0.015075 0.210459
0.0150975 0.210144
0.01512 0.209829
0.0151425 0.209512
0.015165 0.209196
0.0151875 0.208877
0.01521 0.208559
0.0152325 0.208237
0.015255 0.207916
0.0152775 0.207594
0.0153 0.207272
0.0153225 0.206947
0.015345 0.206622
0.0153675 0.206296
0.01539 0.205969
0.0154125 0.205642
0.015435 0.205314
0.0154575 0.204986
0.01548 0.204657
0.0155025 0.204328
0.015525 0.204
0.0155475 0.203674
0.01557 0.203346
0.0155925 0.203019
0.015615 0.20269
0.0156375 0.202361
0.01566 0.202034
0.0156825 0.201711
0.015705 0.20139
0.0157275 0.201068
0.01575 0.200747
0.0157725 0.200428
0.015795 0.200106
0.0158175 0.199795
0.01584 0.199484
0.0158625 0.199171
0.015885 0.198858
0.0159075 0.198545
0.01593 0.198235
0.0159525 0.197925
0.015975 0.197615
0.0159975 0.197304
0.01602 0.196993
0.0160425 0.196682
0.016065 0.196379
0.0160875 0.196079
0.01611 0.195778
0.0161325 0.195477
0.016155 0.195177
0.0161775 0.194877
0.0162 0.194577
0.0162225 0.194276
0.016245 0.193976
0.0162675 0.193678
0.01629 0.193379
0.0163125 0.193078
0.016335 0.192784
0.0163575 0.192497
0.01638 0.19221
0.0164025 0.191924
0.016425 0.19164
0.0164475 0.191359
0.01647 0.191082
0.0164925 0.190807
0.016515 0.190532
0.0165375 0.190262
0.01656 0.189997
0.0165825 0.189735
0.016605 0.189472
0.0166275 0.189213
0.01665 0.18895
0.0166725 0.188686
0.016695 0.188418
0.0167175 0.188148
0.01674 0.18788
0.0167625 0.187608
0.016785 0.187331
0.0168075 0.187048
0.01683 0.18676
0.0168525 0.186472
0.016875 0.186184
0.0168975 0.185895
0.01692 0.185605
0.0169425 0.185318
0.016965 0.18503
0.0169875 0.184741
0.01701 0.184454
0.0170325 0.184166
0.017055 0.183878
0.0170775 0.183591
0.0171 0.183303
0.0171225 0.183016
0.017145 0.182731
0.0171675 0.182448
0.01719 0.182162
0.0172125 0.181876
0.017235 0.181591
0.0172575 0.181304
0.01728 0.181017
0.0173025 0.180726
0.017325 0.180438
0.0173475 0.18015
0.01737 0.179891
0.0173925 0.179657
0.017415 0.179445
0.0174375 0.179238
0.01746 0.17904
0.0174825 0.17885
0.017505 0.178662
0.0175275 0.178481
0.01755 0.178306
0.0175725 0.178131
0.017595 0.177954
0.0176175 0.177781
0.01764 0.177611
0.0176625 0.177439
0.017685 0.177269
0.0177075 0.177099
0.01773 0.176933
0.0177525 0.176766
0.017775 0.176598
0.0177975 0.176435
0.01782 0.176278
0.0178425 0.176128
0.017865 0.175981
0.0178875 0.175837
0.01791 0.175697
0.0179325 0.175561
0.017955 0.175422
0.0179775 0.175279
0.018 0.175128
0.0180225 0.174967
0.018045 0.174802
0.0180675 0.174624
0.01809 0.174437
0.0181125 0.174247
0.018135 0.174058
0.0181575 0.173872
0.01818 0.173686
0.0182025 0.173502
0.018225 0.17332
0.0182475 0.173151
0.01827 0.172992
0.0182925 0.172832
0.018315 0.17267
0.0183375 0.172507
0.01836 0.172343
0.0183825 0.172181
0.018405 0.17202
0.0184275 0.171858
0.01845 0.171697
0.0184725 0.171534
0.018495 0.171373
0.0185175 0.171215
0.01854 0.171055
0.0185625 0.170897
0.018585 0.170742
0.0186075 0.170587
0.01863 0.170431
0.0186525 0.170274
0.018675 0.170117
0.0186975 0.169962
0.01872 0.169817
0.0187425 0.16967
0.018765 0.169519
0.0187875 0.169366
0.01881 0.169218
0.0188325 0.16907
0.018855 0.16892
0.0188775 0.168768
0.0189 0.168612
0.0189225 0.168452
0.018945 0.168294
0.0189675 0.168131
0.01899 0.167966
0.0190125 0.167842
0.019035 0.167749
0.0190575 0.167672
0.01908 0.167622
0.0191025 0.167597
0.019125 0.167595
0.0191475 0.167587
0.01917 0.167529
0.0191925 0.167414
0.019215 0.167272
0.0192375 0.167132
0.01926 0.167007
0.0192825 0.166894
0.019305 0.166787
0.0193275 0.166681
0.01935 0.166579
0.0193725 0.166478
0.019395 0.166377
0.0194175 0.166279
0.01944 0.166183
0.0194625 0.166092
0.019485 0.165994
0.0195075 0.165873
0.01953 0.165741
0.0195525 0.165634
0.019575 0.165538
0.0195975 0.165441
0.01962 0.165354
0.0196425 0.165265
0.019665 0.165177
0.0196875 0.1651
0.01971 0.165035
0.0197325 0.16497
0.019755 0.164906
0.0197775 0.164838
0.0198 0.164767
0.0198225 0.164696
0.019845 0.164632
0.0198675 0.16457
0.01989 0.164508
0.0199125 0.164445
0.019935 0.164387
0.0199575 0.16434
0.01998 0.164299
0.0200025 0.164262
0.020025 0.164224
0.0200475 0.164183
0.02007 0.164139
0.0200925 0.164095
0.020115 0.164054
0.0201375 0.164008
0.02016 0.163954
0.0201825 0.163896
0.020205 0.163828
0.0202275 0.163749
0.02025 0.163657
0.0202725 0.16356
0.020295 0.16347
0.0203175 0.163435
0.02034 0.163418
0.0203625 0.163392
0.020385 0.16337
0.0204075 0.163347
0.02043 0.163322
0.0204525 0.163292
0.020475 0.163265
0.0204975 0.163245
0.02052 0.163224
0.0205425 0.163203
0.020565 0.163182
0.0205875 0.163164
0.02061 0.163149
0.0206325 0.163132
0.020655 0.163118
0.0206775 0.163105
0.0207 0.163094
0.0207225 0.163083
0.020745 0.163075
0.0207675 0.163066
0.02079 0.163056
0.0208125 0.163052
0.020835 0.163053
0.0208575 0.163054
0.02088 0.163056
0.0209025 0.163059
0.020925 0.163067
0.0209475 0.163075
0.02097 0.163082
0.0209925 0.163087
0.021015 0.163094
0.0210375 0.163102
